Type,Region,Residence Type,Service Type,Year,Coverage,Population,Service level
m49,Europe,rural,Drinking water,2012,86.12877,169913359.22968,Safely managed service
m49,Europe,urban,Drinking water,2012,95.18096,515830264.24363,Safely managed service
m49,Europe,total,Drinking water,2012,0.03529,260869.185,Surface water
m49,Europe,rural,Drinking water,2012,0.02451,48360.12357,Surface water
m49,Europe,urban,Drinking water,2012,0.03921,212509.05944,Surface water
m49,Europe,total,Drinking water,2012,0.85845,6345862.56329,Unimproved
m49,Europe,rural,Drinking water,2012,2.50704,4945843.61414,Unimproved
m49,Europe,urban,Drinking water,2012,0.25833,1400026.66686,Unimproved
m49,Europe,total,Sanitation,2013,25.76847,190826313.89127,Basic service
m49,Europe,rural,Sanitation,2013,43.1128,84617978.71389,Basic service
m49,Europe,urban,Sanitation,2013,19.51388,106208333.38671,Basic service
m49,Europe,total,Sanitation,2013,0.91154,6750303.48934,Limited service
m49,Europe,rural,Sanitation,2013,0.98142,1926250.81926,Limited service
m49,Europe,urban,Sanitation,2013,0.88633,4824052.60174,Limited service
m49,Europe,total,Sanitation,2013,0.0033,24449.93958,Open defecation
m49,Europe,rural,Sanitation,2013,0.01009,19797.48662,Open defecation
m49,Europe,urban,Sanitation,2013,0.00085,4652.45296,Open defecation
m49,Europe,total,Sanitation,2013,69.96756,518139073.02846,Safely managed service
m49,Europe,rural,Sanitation,2013,46.87158,91995377.6189,Safely managed service
m49,Europe,urban,Sanitation,2013,78.29627,426143689.94962,Safely managed service
m49,Europe,total,Sanitation,2013,3.34913,24801740.75134,Unimproved
m49,Europe,rural,Sanitation,2013,9.02411,17711730.00292,Unimproved
m49,Europe,urban,Sanitation,2013,1.30266,7090012.7725,Unimproved
m49,Europe,total,Drinking water,2013,5.50038,40732624.11491,Basic service
m49,Europe,rural,Drinking water,2013,10.04896,19723203.55729,Basic service
m49,Europe,urban,Drinking water,2013,3.8601,21009420.18224,Basic service
m49,Europe,total,Drinking water,2013,0.61366,4544420.40458,Limited service
m49,Europe,rural,Drinking water,2013,0.51295,1006776.17043,Limited service
m49,Europe,urban,Drinking water,2013,0.64998,3537644.18724,Limited service
m49,Europe,total,Drinking water,2013,93.03288,688947451.21853,Safely managed service
m49,Europe,rural,Drinking water,2013,87.02714,170809164.42721,Safely managed service
m49,Europe,urban,Drinking water,2013,95.19863,518138279.7416,Safely managed service
m49,Europe,total,Drinking water,2013,0.03549,262818.73645,Surface water
m49,Europe,rural,Drinking water,2013,0.02528,49612.51457,Surface water
m49,Europe,urban,Drinking water,2013,0.03917,213206.21898,Surface water
m49,Europe,total,Drinking water,2013,0.81759,6054566.62626,Unimproved
m49,Europe,rural,Drinking water,2013,2.38567,4682377.9721,Unimproved
m49,Europe,urban,Drinking water,2013,0.25212,1372190.83349,Unimproved
m49,Europe,total,Sanitation,2014,25.42591,188614053.85229,Basic service
m49,Europe,rural,Sanitation,2014,43.16475,84284215.36245,Basic service
m49,Europe,urban,Sanitation,2014,19.08857,104329838.18822,Basic service
m49,Europe,total,Sanitation,2014,0.90233,6693643.84155,Limited service
m49,Europe,rural,Sanitation,2014,0.97465,1903124.47104,Limited service
m49,Europe,urban,Sanitation,2014,0.87649,4790519.36475,Limited service
m49,Europe,total,Sanitation,2014,0.0029,21489.94164,Open defecation
m49,Europe,rural,Sanitation,2014,0.00961,18773.49464,Open defecation
m49,Europe,urban,Sanitation,2014,0.0005,2716.44695,Open defecation
m49,Europe,total,Sanitation,2014,70.45471,522645892.52675,Safely managed service
m49,Europe,rural,Sanitation,2014,47.16524,92095648.84015,Safely managed service
m49,Europe,urban,Sanitation,2014,78.77505,430550243.42474,Safely managed service
m49,Europe,total,Sanitation,2014,3.21416,23843205.83777,Unimproved
m49,Europe,rural,Sanitation,2014,8.68574,16959928.77203,Unimproved
m49,Europe,urban,Sanitation,2014,1.25939,6883278.72215,Unimproved
m49,Europe,total,Drinking water,2014,5.4149,40168753.79711,Basic service
m49,Europe,rural,Drinking water,2014,9.89831,19327612.30406,Basic service
m49,Europe,urban,Drinking water,2014,3.81317,20841141.42361,Basic service
m49,Europe,total,Drinking water,2014,0.63888,4739359.87389,Limited service
m49,Europe,rural,Drinking water,2014,0.50725,990459.52343,Limited service
m49,Europe,urban,Drinking water,2014,0.68591,3748900.34813,Limited service
m49,Europe,total,Drinking water,2014,93.13224,690871974.76364,Safely managed service
m49,Europe,rural,Drinking water,2014,87.30266,170468644.57499,Safely managed service
m49,Europe,urban,Drinking water,2014,95.2149,520403329.64479,Safely managed service
m49,Europe,total,Drinking water,2014,0.04711,349449.27616,Surface water
m49,Europe,rural,Drinking water,2014,0.02607,50898.25967,Surface water
m49,Europe,urban,Drinking water,2014,0.05462,298551.0166,Surface water
m49,Europe,total,Drinking water,2014,0.76687,5688748.28845,Unimproved
m49,Europe,rural,Drinking water,2014,2.26572,4424076.27815,Unimproved
m49,Europe,urban,Drinking water,2014,0.23139,1264673.71367,Unimproved
m49,Europe,total,Sanitation,2015,19.89849,147857542.90001,Basic service
m49,Europe,rural,Sanitation,2015,43.17707,83855888.74741,Basic service
m49,Europe,urban,Sanitation,2015,18.64134,102312077.11721,Basic service
m49,Europe,total,Sanitation,2015,0.89869,6677790.29,Limited service
m49,Europe,rural,Sanitation,2015,0.9695,1882897.91896,Limited service
m49,Europe,urban,Sanitation,2015,0.87363,4794892.29694,Limited service
m49,Europe,total,Sanitation,2015,0.0027,20098.14776,Open defecation
m49,Europe,rural,Sanitation,2015,0.00896,17399.76307,Open defecation
m49,Europe,urban,Sanitation,2015,0.00049,2698.38462,Open defecation
m49,Europe,total,Sanitation,2015,76.12052,565620372.50105,Safely managed service
m49,Europe,rural,Sanitation,2015,47.50111,92253769.55617,Safely managed service
m49,Europe,urban,Sanitation,2015,79.26758,435056172.26724,Safely managed service
m49,Europe,total,Sanitation,2015,3.07959,22883173.66117,Unimproved
m49,Europe,rural,Sanitation,2015,8.34336,16203969.29798,Unimproved
m49,Europe,urban,Sanitation,2015,1.21696,6679211.52808,Unimproved
m49,Europe,total,Drinking water,2015,5.38633,40023630.03402,Basic service
m49,Europe,rural,Drinking water,2015,9.85881,19147176.37663,Basic service
m49,Europe,urban,Drinking water,2015,3.80371,20876453.14007,Basic service
m49,Europe,total,Drinking water,2015,0.63049,4684935.42528,Limited service
m49,Europe,rural,Drinking water,2015,0.49986,970797.98426,Limited service
m49,Europe,urban,Drinking water,2015,0.67672,3714137.39234,Limited service
m49,Europe,total,Drinking water,2015,93.20679,692581429.92027,Safely managed service
m49,Europe,rural,Drinking water,2015,87.46337,169866037.39631,Safely managed service
m49,Europe,urban,Drinking water,2015,95.23915,522715385.04739,Safely managed service
m49,Europe,total,Drinking water,2015,0.04881,362714.01389,Surface water
m49,Europe,rural,Drinking water,2015,0.02762,53645.32763,Surface water
m49,Europe,urban,Drinking water,2015,0.05631,309068.68307,Surface water
m49,Europe,total,Drinking water,2015,0.72757,5406268.1058,Unimproved
m49,Europe,rural,Drinking water,2015,2.15034,4176268.19896,Unimproved
m49,Europe,urban,Drinking water,2015,0.22411,1230007.33178,Unimproved
m49,Europe,total,Sanitation,2016,19.57316,145676940.59545,Basic service
m49,Europe,rural,Sanitation,2016,43.19578,83413717.63229,Basic service
m49,Europe,urban,Sanitation,2016,18.21145,100374710.63266,Basic service
m49,Europe,total,Sanitation,2016,0.89514,6662225.41898,Limited service
m49,Europe,rural,Sanitation,2016,0.96452,1862553.67548,Limited service
m49,Europe,urban,Sanitation,2016,0.87083,4799671.7625,Limited service
m49,Europe,total,Sanitation,2016,0.00212,15815.4783,Open defecation
m49,Europe,rural,Sanitation,2016,0.00804,15532.30301,Open defecation
m49,Europe,urban,Sanitation,2016,0.00005,283.17523,Open defecation
m49,Europe,total,Sanitation,2016,76.58483,569996982.18479,Safely managed service
m49,Europe,rural,Sanitation,2016,47.83615,92374565.77819,Safely managed service
m49,Europe,urban,Sanitation,2016,79.74251,439510930.45476,Safely managed service
m49,Europe,total,Sanitation,2016,2.94475,21916836.52248,Unimproved
m49,Europe,rural,Sanitation,2016,7.99551,15439814.78492,Unimproved
m49,Europe,urban,Sanitation,2016,1.17516,6477019.54964,Unimproved
m49,Europe,total,Drinking water,2016,5.35798,39877793.62022,Basic service
m49,Europe,rural,Drinking water,2016,9.81832,18959790.77931,Basic service
m49,Europe,urban,Drinking water,2016,3.79525,20918003.06988,Basic service
m49,Europe,total,Drinking water,2016,0.62204,4629673.92877,Limited service
m49,Europe,rural,Drinking water,2016,0.49262,951280.98003,Limited service
m49,Europe,urban,Drinking water,2016,0.66739,3678392.95732,Limited service
m49,Europe,total,Drinking water,2016,93.28119,694262771.26149,Safely managed service
m49,Europe,rural,Drinking water,2016,87.62635,169211896.73379,Safely managed service
m49,Europe,urban,Drinking water,2016,95.26243,525050876.17526,Safely managed service
m49,Europe,total,Drinking water,2016,0.0505,375852.57873,Surface water
m49,Europe,rural,Drinking water,2016,0.02919,56369.24542,Surface water
m49,Europe,urban,Drinking water,2016,0.05797,319483.33368,Surface water
m49,Europe,total,Drinking water,2016,0.68829,5122708.81005,Unimproved
m49,Europe,rural,Drinking water,2016,2.03352,3926846.43536,Unimproved
m49,Europe,urban,Drinking water,2016,0.21697,1195860.03977,Unimproved
m49,Europe,total,Sanitation,2017,19.26099,143574268.55115,Basic service
m49,Europe,rural,Sanitation,2017,43.17857,82872755.3906,Basic service
m49,Europe,urban,Sanitation,2017,17.79497,98492418.90992,Basic service
m49,Europe,total,Sanitation,2017,0.89154,6645706.75918,Limited service
m49,Europe,rural,Sanitation,2017,0.95946,1841485.56589,Limited service
m49,Europe,urban,Sanitation,2017,0.868,4804221.254,Limited service
m49,Europe,total,Sanitation,2017,0.00191,14233.89609,Open defecation
m49,Europe,rural,Sanitation,2017,0.00742,14233.89653,Open defecation
m49,Europe,urban,Sanitation,2017,0,0,Open defecation
m49,Europe,total,Sanitation,2017,77.01997,574118233.26909,Safely managed service
m49,Europe,rural,Sanitation,2017,48.14984,92414131.30164,Safely managed service
m49,Europe,urban,Sanitation,2017,80.20337,443913202.73831,Safely managed service
m49,Europe,total,Sanitation,2017,2.82558,21062316.92449,Unimproved
m49,Europe,rural,Sanitation,2017,7.70471,14787673.23211,Unimproved
m49,Europe,urban,Sanitation,2017,1.13366,6274638.23337,Unimproved
m49,Europe,total,Drinking water,2017,5.33049,39734264.47917,Basic service
m49,Europe,rural,Drinking water,2017,9.77676,18764569.62162,Basic service
m49,Europe,urban,Drinking water,2017,3.78867,20969695.21286,Basic service
m49,Europe,total,Drinking water,2017,0.61355,4573455.96354,Limited service
m49,Europe,rural,Drinking water,2017,0.48547,931771.54755,Limited service
m49,Europe,urban,Drinking water,2017,0.65796,3641684.45786,Limited service
m49,Europe,total,Drinking water,2017,93.35512,695882828.73044,Safely managed service
m49,Europe,rural,Drinking water,2017,87.79315,168501641.22455,Safely managed service
m49,Europe,urban,Drinking water,2017,95.28383,527381193.82882,Safely managed service
m49,Europe,total,Drinking water,2017,0.05216,388796.19793,Surface water
m49,Europe,rural,Drinking water,2017,0.03075,59023.9434,Surface water
m49,Europe,urban,Drinking water,2017,0.05958,329772.25787,Surface water
m49,Europe,total,Drinking water,2017,0.64869,4835414.02891,Unimproved
m49,Europe,rural,Drinking water,2017,1.91386,3673273.04945,Unimproved
m49,Europe,urban,Drinking water,2017,0.20997,1162135.37764,Unimproved
m49,Europe,total,Sanitation,2018,18.96024,141522885.47432,Basic service
m49,Europe,rural,Sanitation,2018,43.11617,82204681.64704,Basic service
m49,Europe,urban,Sanitation,2018,17.40452,96727490.49089,Basic service
m49,Europe,total,Sanitation,2018,0.88919,6637122.3138,Limited service
m49,Europe,rural,Sanitation,2018,0.95663,1823896.79013,Limited service
m49,Europe,urban,Sanitation,2018,0.86606,4813225.49493,Limited service
m49,Europe,total,Sanitation,2018,0.00163,12194.39463,Open defecation
m49,Europe,rural,Sanitation,2018,0.0064,12194.39492,Open defecation
m49,Europe,urban,Sanitation,2018,0,0,Open defecation
m49,Europe,total,Sanitation,2018,77.41782,577861662.51324,Safely managed service
m49,Europe,rural,Sanitation,2018,48.42614,92328605.98762,Safely managed service
m49,Europe,urban,Sanitation,2018,80.63249,448123766.81447,Safely managed service
m49,Europe,total,Sanitation,2018,2.73111,20385569.60401,Unimproved
m49,Europe,rural,Sanitation,2018,7.49467,14289232.15949,Unimproved
m49,Europe,urban,Sanitation,2018,1.09694,6096335.58282,Unimproved
m49,Europe,total,Drinking water,2018,5.30356,39586824.72215,Basic service
m49,Europe,rural,Drinking water,2018,9.73839,18567083.64111,Basic service
m49,Europe,urban,Drinking water,2018,3.78216,21019740.89526,Basic service
m49,Europe,total,Drinking water,2018,0.60475,4514006.95698,Limited service
m49,Europe,rural,Drinking water,2018,0.47702,909472.86278,Limited service
m49,Europe,urban,Drinking water,2018,0.64858,3604534.0748,Limited service
m49,Europe,total,Drinking water,2018,93.42916,697373406.14371,Safely managed service
m49,Europe,rural,Drinking water,2018,87.96042,167704119.87217,Safely managed service
m49,Europe,urban,Drinking water,2018,95.30526,529669283.32014,Safely managed service
m49,Europe,total,Drinking water,2018,0.04592,342743.65924,Surface water
m49,Europe,rural,Drinking water,2018,0.00148,2813.25532,Surface water
m49,Europe,urban,Drinking water,2018,0.06116,339930.40264,Surface water
m49,Europe,total,Drinking water,2018,0.6166,4602452.81867,Unimproved
m49,Europe,rural,Drinking water,2018,1.82269,3475121.34744,Unimproved
m49,Europe,urban,Drinking water,2018,0.20284,1127329.69026,Unimproved
m49,Europe,total,Sanitation,2019,23.68948,177003691.99888,Basic service
m49,Europe,rural,Sanitation,2019,42.59168,80612945.74805,Basic service
m49,Europe,urban,Sanitation,2019,17.277,96390748.15165,Basic service
m49,Europe,total,Sanitation,2019,0.88709,6628160.99435,Limited service
m49,Europe,rural,Sanitation,2019,0.95271,1803178.25549,Limited service
m49,Europe,urban,Sanitation,2019,0.86483,4824982.81862,Limited service
m49,Europe,total,Sanitation,2019,0.0016,11968.4897,Open defecation
m49,Europe,rural,Sanitation,2019,0.00632,11968.48969,Open defecation
m49,Europe,urban,Sanitation,2019,0,0,Open defecation
m49,Europe,total,Sanitation,2019,72.78833,543861933.42544,Safely managed service
m49,Europe,rural,Sanitation,2019,49.21833,93155155.53051,Safely managed service
m49,Europe,urban,Sanitation,2019,80.78434,450706784.85454,Safely managed service
m49,Europe,total,Sanitation,2019,2.6335,19677078.89162,Unimproved
m49,Europe,rural,Sanitation,2019,7.23097,13686002.43055,Unimproved
m49,Europe,urban,Sanitation,2019,1.07383,5991070.80113,Unimproved
m49,Europe,total,Drinking water,2019,5.27436,39409110.54548,Basic service
m49,Europe,rural,Drinking water,2019,9.69238,18344701.2997,Basic service
m49,Europe,urban,Drinking water,2019,3.77557,21064409.66569,Basic service
m49,Europe,total,Drinking water,2019,0.5965,4456979.37329,Limited service
m49,Europe,rural,Drinking water,2019,0.47019,889915.7231,Limited service
m49,Europe,urban,Drinking water,2019,0.63936,3567063.70642,Limited service
m49,Europe,total,Drinking water,2019,93.49654,698590085.54418,Safely managed service
m49,Europe,rural,Drinking water,2019,88.10531,166756257.04362,Safely managed service
m49,Europe,urban,Drinking water,2019,95.32549,531833837.09942,Safely managed service
m49,Europe,total,Drinking water,2019,0.0472,352675.51364,Surface water
m49,Europe,rural,Drinking water,2019,0.00144,2730.0774,Surface water
m49,Europe,urban,Drinking water,2019,0.06272,349945.44135,Surface water
m49,Europe,total,Drinking water,2019,0.5854,4373982.82341,Unimproved
m49,Europe,rural,Drinking water,2019,1.73068,3275646.31029,Unimproved
m49,Europe,urban,Drinking water,2019,0.19686,1098330.71362,Unimproved
m49,Sub-Saharan Africa,total,Sanitation,2000,8.41442,53302124.53408,Basic service
m49,Sub-Saharan Africa,rural,Sanitation,2000,2.78888,12088387.63532,Basic service
m49,Sub-Saharan Africa,urban,Sanitation,2000,20.60558,41213736.76767,Basic service
m49,Sub-Saharan Africa,total,Sanitation,2000,15.17019,96097389.48662,Limited service
m49,Sub-Saharan Africa,rural,Sanitation,2000,8.47346,36728178.37846,Limited service
m49,Sub-Saharan Africa,urban,Sanitation,2000,29.68274,59369210.76524,Limited service
m49,Sub-Saharan Africa,total,Sanitation,2000,32.29815,204596499.6787,Open defecation
m49,Sub-Saharan Africa,rural,Sanitation,2000,42.81085,185563378.61149,Open defecation
m49,Sub-Saharan Africa,urban,Sanitation,2000,9.51596,19033119.57364,Open defecation
m49,Sub-Saharan Africa,total,Sanitation,2000,14.29702,90566171.56527,Safely managed service
m49,Sub-Saharan Africa,rural,Sanitation,2000,13.53512,58667897.38593,Safely managed service
m49,Sub-Saharan Africa,urban,Sanitation,2000,15.94814,31898273.68543,Safely managed service
m49,Sub-Saharan Africa,total,Sanitation,2000,29.82023,188899802.73534,Unimproved
m49,Sub-Saharan Africa,rural,Sanitation,2000,32.39169,140401606.66836,Unimproved
m49,Sub-Saharan Africa,urban,Sanitation,2000,24.24758,48498196.82302,Unimproved
m49,Sub-Saharan Africa,total,Drinking water,2000,27.76704,175893652.29082,Basic service
m49,Sub-Saharan Africa,rural,Drinking water,2000,23.79322,103131563.04947,Basic service
m49,Sub-Saharan Africa,urban,Drinking water,2000,36.37876,72762088.35833,Basic service
m49,Sub-Saharan Africa,total,Drinking water,2000,9.0031,57031246.26709,Limited service
m49,Sub-Saharan Africa,rural,Drinking water,2000,8.84228,38326822.3331,Limited service
m49,Sub-Saharan Africa,urban,Drinking water,2000,9.35163,18704423.61301,Limited service
m49,Sub-Saharan Africa,total,Drinking water,2000,17.05964,108066342.7042,Safely managed service
m49,Sub-Saharan Africa,rural,Drinking water,2000,6.23538,27027220.30506,Safely managed service
m49,Sub-Saharan Africa,urban,Drinking water,2000,40.51702,81039122.11512,Safely managed service
m49,Sub-Saharan Africa,total,Drinking water,2000,18.71044,118523531.71284,Surface water
m49,Sub-Saharan Africa,rural,Drinking water,2000,25.67927,111306654.53393,Surface water
m49,Sub-Saharan Africa,urban,Drinking water,2000,3.60821,7216876.28632,Surface water
m49,Sub-Saharan Africa,total,Drinking water,2000,27.45977,173947215.02631,Unimproved
m49,Sub-Saharan Africa,rural,Drinking water,2000,35.44985,153657188.45845,Unimproved
m49,Sub-Saharan Africa,urban,Drinking water,2000,10.14438,20290027.24222,Unimproved
m49,Sub-Saharan Africa,total,Sanitation,2001,8.55541,55625539.37749,Basic service
m49,Sub-Saharan Africa,rural,Sanitation,2001,2.82677,12493710.76351,Basic service
m49,Sub-Saharan Africa,urban,Sanitation,2001,20.71636,43131828.2207,Basic service
m49,Sub-Saharan Africa,total,Sanitation,2001,15.39464,100092801.62852,Limited service
m49,Sub-Saharan Africa,rural,Sanitation,2001,8.54496,37766813.52678,Limited service
m49,Sub-Saharan Africa,urban,Sanitation,2001,29.93538,62325987.7724,Limited service
m49,Sub-Saharan Africa,total,Sanitation,2001,31.58704,205372416.141,Open defecation
m49,Sub-Saharan Africa,rural,Sanitation,2001,42.0871,186015558.64609,Open defecation
m49,Sub-Saharan Africa,urban,Sanitation,2001,9.29716,19356859.50087,Open defecation
m49,Sub-Saharan Africa,total,Sanitation,2001,14.59207,94874619.12496,Safely managed service
m49,Sub-Saharan Africa,rural,Sanitation,2001,13.77661,60889552.42763,Safely managed service
m49,Sub-Saharan Africa,urban,Sanitation,2001,16.32314,33985067.00505,Safely managed service
m49,Sub-Saharan Africa,total,Sanitation,2001,29.87083,194213995.22868,Unimproved
m49,Sub-Saharan Africa,rural,Sanitation,2001,32.76455,144811993.90862,Unimproved
m49,Sub-Saharan Africa,urban,Sanitation,2001,23.72795,49402000.28577,Unimproved
m49,Sub-Saharan Africa,total,Drinking water,2001,28.31884,184123281.70055,Basic service
m49,Sub-Saharan Africa,rural,Drinking water,2001,24.52179,108380809.09467,Basic service
m49,Sub-Saharan Africa,urban,Drinking water,2001,36.37937,75742472.96111,Basic service
m49,Sub-Saharan Africa,total,Drinking water,2001,9.2878,60387371.45003,Limited service
m49,Sub-Saharan Africa,rural,Drinking water,2001,9.21391,40723439.17794,Limited service
m49,Sub-Saharan Africa,urban,Drinking water,2001,9.44465,19663932.51658,Limited service
m49,Sub-Saharan Africa,total,Drinking water,2001,17.41102,113202867.21772,Safely managed service
m49,Sub-Saharan Africa,rural,Drinking water,2001,6.4151,28353318.4726,Safely managed service
m49,Sub-Saharan Africa,urban,Drinking water,2001,40.75352,84849548.01705,Safely managed service
m49,Sub-Saharan Africa,total,Drinking water,2001,18.27175,118799132.71427,Surface water
m49,Sub-Saharan Africa,rural,Drinking water,2001,25.19411,111352334.68549,Surface water
m49,Sub-Saharan Africa,urban,Drinking water,2001,3.57672,7446799.28205,Surface water
m49,Sub-Saharan Africa,total,Drinking water,2001,26.71059,173666718.41808,Unimproved
m49,Sub-Saharan Africa,rural,Drinking water,2001,34.65509,153167727.8415,Unimproved
m49,Sub-Saharan Africa,urban,Drinking water,2001,9.84573,20498990.00802,Unimproved
m49,Sub-Saharan Africa,total,Sanitation,2002,8.68788,57978132.76005,Basic service
m49,Sub-Saharan Africa,rural,Sanitation,2002,2.86676,12916798.60724,Basic service
m49,Sub-Saharan Africa,urban,Sanitation,2002,20.78722,45061334.30395,Basic service
m49,Sub-Saharan Africa,total,Sanitation,2002,15.56124,103847179.85408,Limited service
m49,Sub-Saharan Africa,rural,Sanitation,2002,8.56807,38605222.39696,Limited service
m49,Sub-Saharan Africa,urban,Sanitation,2002,30.09673,65241957.93068,Limited service
m49,Sub-Saharan Africa,total,Sanitation,2002,30.85677,205921110.49095,Open defecation
m49,Sub-Saharan Africa,rural,Sanitation,2002,41.32165,186183258.11438,Open defecation
m49,Sub-Saharan Africa,urban,Sanitation,2002,9.10526,19737854.75518,Open defecation
m49,Sub-Saharan Africa,total,Sanitation,2002,14.93163,99645447.08119,Safely managed service
m49,Sub-Saharan Africa,rural,Sanitation,2002,14.0846,63461057.77808,Safely managed service
m49,Sub-Saharan Africa,urban,Sanitation,2002,16.6922,36184390.10472,Safely managed service
m49,Sub-Saharan Africa,total,Sanitation,2002,29.96248,199953065.81307,Unimproved
m49,Sub-Saharan Africa,rural,Sanitation,2002,33.15891,149404340.26469,Unimproved
m49,Sub-Saharan Africa,urban,Sanitation,2002,23.3186,50548722.03246,Unimproved
m49,Sub-Saharan Africa,total,Drinking water,2002,28.81672,192306928.03246,Basic service
m49,Sub-Saharan Africa,rural,Drinking water,2002,25.21184,113597155.32885,Basic service
m49,Sub-Saharan Africa,urban,Drinking water,2002,36.30956,78709774.13358,Basic service
m49,Sub-Saharan Africa,total,Drinking water,2002,9.53017,63599079.22908,Limited service
m49,Sub-Saharan Africa,rural,Drinking water,2002,9.60178,43262793.98107,Limited service
m49,Sub-Saharan Africa,urban,Drinking water,2002,9.38132,20336285.79544,Limited service
m49,Sub-Saharan Africa,total,Drinking water,2002,17.87748,119304431.43129,Safely managed service
m49,Sub-Saharan Africa,rural,Drinking water,2002,6.62923,29869378.61521,Safely managed service
m49,Sub-Saharan Africa,urban,Drinking water,2002,41.25723,89435053.17013,Safely managed service
m49,Sub-Saharan Africa,total,Drinking water,2002,17.65077,117791509.59301,Surface water
m49,Sub-Saharan Africa,rural,Drinking water,2002,24.46821,110246595.69971,Surface water
m49,Sub-Saharan Africa,urban,Drinking water,2002,3.48054,7544915.30263,Surface water
m49,Sub-Saharan Africa,total,Drinking water,2002,26.12487,174342987.71416,Unimproved
m49,Sub-Saharan Africa,rural,Drinking water,2002,34.08894,153594753.53652,Unimproved
m49,Sub-Saharan Africa,urban,Drinking water,2002,9.57135,20748230.72521,Unimproved
m49,Sub-Saharan Africa,total,Sanitation,2003,8.81573,60389722.87396,Basic service
m49,Sub-Saharan Africa,rural,Sanitation,2003,2.90288,13333448.8714,Basic service
m49,Sub-Saharan Africa,urban,Sanitation,2003,20.84869,47056274.03292,Basic service
m49,Sub-Saharan Africa,total,Sanitation,2003,15.7215,107695720.02683,Limited service
m49,Sub-Saharan Africa,rural,Sanitation,2003,8.58838,39447982.95105,Limited service
m49,Sub-Saharan Africa,urban,Sanitation,2003,30.23776,68247737.01523,Limited service
m49,Sub-Saharan Africa,total,Sanitation,2003,30.12337,206351717.97406,Open defecation
m49,Sub-Saharan Africa,rural,Sanitation,2003,40.54575,186234034.00019,Open defecation
m49,Sub-Saharan Africa,urban,Sanitation,2003,8.91332,20117683.04509,Open defecation
m49,Sub-Saharan Africa,total,Sanitation,2003,15.28247,104688254.09083,Safely managed service
m49,Sub-Saharan Africa,rural,Sanitation,2003,14.40502,66164883.94019,Safely managed service
m49,Sub-Saharan Africa,urban,Sanitation,2003,17.06812,38523369.88693,Safely managed service
m49,Sub-Saharan Africa,total,Sanitation,2003,30.05693,205896591.035,Unimproved
m49,Sub-Saharan Africa,rural,Sanitation,2003,33.55798,154137955.40541,Unimproved
m49,Sub-Saharan Africa,urban,Sanitation,2003,22.93212,51758632.46313,Unimproved
m49,Sub-Saharan Africa,total,Drinking water,2003,29.29966,200709114.07915,Basic service
m49,Sub-Saharan Africa,rural,Drinking water,2003,25.8904,118919343.43015,Basic service
m49,Sub-Saharan Africa,urban,Drinking water,2003,36.23767,81789770.20247,Basic service
m49,Sub-Saharan Africa,total,Drinking water,2003,9.76707,66906607.24929,Limited service
m49,Sub-Saharan Africa,rural,Drinking water,2003,9.99236,45896747.93354,Limited service
m49,Sub-Saharan Africa,urban,Drinking water,2003,9.3086,21009859.12102,Limited service
m49,Sub-Saharan Africa,total,Drinking water,2003,18.35776,125754719.00899,Safely managed service
m49,Sub-Saharan Africa,rural,Drinking water,2003,6.86215,31519127.78813,Safely managed service
m49,Sub-Saharan Africa,urban,Drinking water,2003,41.7519,94235591.25683,Safely managed service
m49,Sub-Saharan Africa,total,Drinking water,2003,17.0267,116636633.81371,Surface water
m49,Sub-Saharan Africa,rural,Drinking water,2003,23.74003,109042294.84502,Surface water
m49,Sub-Saharan Africa,urban,Drinking water,2003,3.36474,7594338.41607,Surface water
m49,Sub-Saharan Africa,total,Drinking water,2003,25.5488,175014931.84886,Unimproved
m49,Sub-Saharan Africa,rural,Drinking water,2003,33.51506,153940791.17186,Unimproved
m49,Sub-Saharan Africa,urban,Drinking water,2003,9.33708,21074137.44713,Unimproved
m49,Sub-Saharan Africa,total,Sanitation,2004,8.94595,62915676.24911,Basic service
m49,Sub-Saharan Africa,rural,Sanitation,2004,2.93755,13755040.71423,Basic service
m49,Sub-Saharan Africa,urban,Sanitation,2004,20.91607,49160636.17265,Basic service
m49,Sub-Saharan Africa,total,Sanitation,2004,15.88469,111714860.10125,Limited service
m49,Sub-Saharan Africa,rural,Sanitation,2004,8.61473,40338394.19034,Limited service
m49,Sub-Saharan Africa,urban,Sanitation,2004,30.36809,71376466.83357,Limited service
m49,Sub-Saharan Africa,total,Sanitation,2004,29.38623,206669417.14923,Open defecation
m49,Sub-Saharan Africa,rural,Sanitation,2004,39.76073,186179160.25423,Open defecation
m49,Sub-Saharan Africa,urban,Sanitation,2004,8.71786,20490257.13352,Open defecation
m49,Sub-Saharan Africa,total,Sanitation,2004,15.6346,109956063.56517,Safely managed service
m49,Sub-Saharan Africa,rural,Sanitation,2004,14.7227,68938884.19619,Safely managed service
m49,Sub-Saharan Africa,urban,Sanitation,2004,17.45132,41017179.89278,Safely managed service
m49,Sub-Saharan Africa,total,Sanitation,2004,30.14853,212030540.93523,Unimproved
m49,Sub-Saharan Africa,rural,Sanitation,2004,33.96429,159037390.77568,Unimproved
m49,Sub-Saharan Africa,urban,Sanitation,2004,22.54666,52993149.55527,Unimproved
m49,Sub-Saharan Africa,total,Drinking water,2004,29.74115,209165515.69144,Basic service
m49,Sub-Saharan Africa,rural,Drinking water,2004,26.58138,124466997.14586,Basic service
