Type,Region,Residence Type,Service Type,Year,Coverage,Population,Service level
m49,Sub-Saharan Africa,urban,Drinking water,2004,36.03614,84698519.62895,Basic service
m49,Sub-Saharan Africa,total,Drinking water,2004,9.9902,70259730.87112,Limited service
m49,Sub-Saharan Africa,rural,Drinking water,2004,10.37704,48590353.88481,Limited service
m49,Sub-Saharan Africa,urban,Drinking water,2004,9.21953,21669377.26138,Limited service
m49,Sub-Saharan Africa,total,Drinking water,2004,18.89758,132904120.48705,Safely managed service
m49,Sub-Saharan Africa,rural,Drinking water,2004,7.10196,33254832.12288,Safely managed service
m49,Sub-Saharan Africa,urban,Drinking water,2004,42.39715,99649289.6564,Safely managed service
m49,Sub-Saharan Africa,total,Drinking water,2004,16.4064,115384008.25062,Surface water
m49,Sub-Saharan Africa,rural,Drinking water,2004,23.01155,107751303.14853,Surface water
m49,Sub-Saharan Africa,urban,Drinking water,2004,3.24744,7632705.18506,Surface water
m49,Sub-Saharan Africa,total,Drinking water,2004,24.96467,175573182.69977,Unimproved
m49,Sub-Saharan Africa,rural,Drinking water,2004,32.92808,154185383.82858,Unimproved
m49,Sub-Saharan Africa,urban,Drinking water,2004,9.09973,21387797.85625,Unimproved
m49,Sub-Saharan Africa,total,Sanitation,2005,9.07859,65565339.27917,Basic service
m49,Sub-Saharan Africa,rural,Sanitation,2005,2.97436,14197571.12842,Basic service
m49,Sub-Saharan Africa,urban,Sanitation,2005,20.978,51367768.89178,Basic service
m49,Sub-Saharan Africa,total,Sanitation,2005,16.05179,115925546.74999,Limited service
m49,Sub-Saharan Africa,rural,Sanitation,2005,8.64023,41242602.357,Limited service
m49,Sub-Saharan Africa,urban,Sanitation,2005,30.49964,74682945.61213,Limited service
m49,Sub-Saharan Africa,total,Sanitation,2005,28.64218,206852976.02153,Open defecation
m49,Sub-Saharan Africa,rural,Sanitation,2005,38.96403,185987824.45783,Open defecation
m49,Sub-Saharan Africa,urban,Sanitation,2005,8.52108,20865153.09916,Open defecation
m49,Sub-Saharan Africa,total,Sanitation,2005,15.99328,115503032.75067,Safely managed service
m49,Sub-Saharan Africa,rural,Sanitation,2005,15.04517,71815437.36777,Safely managed service
m49,Sub-Saharan Africa,urban,Sanitation,2005,17.8415,43687596.42286,Safely managed service
m49,Sub-Saharan Africa,total,Sanitation,2005,30.23415,218350178.09864,Unimproved
m49,Sub-Saharan Africa,rural,Sanitation,2005,34.3762,164088644.90686,Unimproved
m49,Sub-Saharan Africa,urban,Sanitation,2005,22.15978,54261534.31343,Unimproved
m49,Sub-Saharan Africa,total,Drinking water,2005,30.1774,217940294.9672,Basic service
m49,Sub-Saharan Africa,rural,Drinking water,2005,27.27664,130200138.84029,Basic service
m49,Sub-Saharan Africa,urban,Drinking water,2005,35.83205,87740158.11896,Basic service
m49,Sub-Saharan Africa,total,Drinking water,2005,10.20627,73709359.92091,Limited service
m49,Sub-Saharan Africa,rural,Drinking water,2005,10.76254,51373044.36539,Limited service
m49,Sub-Saharan Africa,urban,Drinking water,2005,9.12189,22336316.18735,Limited service
m49,Sub-Saharan Africa,total,Drinking water,2005,19.4554,140506335.62649,Safely managed service
m49,Sub-Saharan Africa,rural,Drinking water,2005,7.34844,35076458.64056,Safely managed service
m49,Sub-Saharan Africa,urban,Drinking water,2005,43.05633,105429878.54802,Safely managed service
m49,Sub-Saharan Africa,total,Drinking water,2005,15.77059,113894713.08048,Surface water
m49,Sub-Saharan Africa,rural,Drinking water,2005,22.25675,106238622.84557,Surface water
m49,Sub-Saharan Africa,urban,Drinking water,2005,3.12666,7656091.05832,Surface water
m49,Sub-Saharan Africa,total,Drinking water,2005,24.39035,176146369.30492,Unimproved
m49,Sub-Saharan Africa,rural,Drinking water,2005,32.35563,154443815.52511,Unimproved
m49,Sub-Saharan Africa,urban,Drinking water,2005,8.86307,21702554.4267,Unimproved
m49,Sub-Saharan Africa,total,Sanitation,2006,9.21295,68339945.42635,Basic service
m49,Sub-Saharan Africa,rural,Sanitation,2006,3.01301,14664203.90901,Basic service
m49,Sub-Saharan Africa,urban,Sanitation,2006,21.04236,53675742.91719,Basic service
m49,Sub-Saharan Africa,total,Sanitation,2006,16.22168,120329368.59256,Limited service
m49,Sub-Saharan Africa,rural,Sanitation,2006,8.67122,42202530.73468,Limited service
m49,Sub-Saharan Africa,urban,Sanitation,2006,30.62786,78126840.18432,Limited service
m49,Sub-Saharan Africa,total,Sanitation,2006,27.89309,206905619.6026,Open defecation
m49,Sub-Saharan Africa,rural,Sanitation,2006,38.15359,185692279.95218,Open defecation
m49,Sub-Saharan Africa,urban,Sanitation,2006,8.31621,21213342.69311,Open defecation
m49,Sub-Saharan Africa,total,Sanitation,2006,16.35938,121350794.45349,Safely managed service
m49,Sub-Saharan Africa,rural,Sanitation,2006,15.37212,74815622.89028,Safely managed service
m49,Sub-Saharan Africa,urban,Sanitation,2006,18.24306,46535173.63651,Safely managed service
m49,Sub-Saharan Africa,total,Sanitation,2006,30.31289,224855291.725,Unimproved
m49,Sub-Saharan Africa,rural,Sanitation,2006,34.79007,169322149.99677,Unimproved
m49,Sub-Saharan Africa,urban,Sanitation,2006,21.77051,55533142.38572,Unimproved
m49,Sub-Saharan Africa,total,Drinking water,2006,30.57359,226789117.23067,Basic service
m49,Sub-Saharan Africa,rural,Drinking water,2006,27.93938,135980045.43199,Basic service
m49,Sub-Saharan Africa,urban,Drinking water,2006,35.59964,90809075.70561,Basic service
m49,Sub-Saharan Africa,total,Drinking water,2006,10.41011,77220202.62169,Limited service
m49,Sub-Saharan Africa,rural,Drinking water,2006,11.14393,54237127.30778,Limited service
m49,Sub-Saharan Africa,urban,Drinking water,2006,9.00999,22983076.5774,Limited service
m49,Sub-Saharan Africa,total,Drinking water,2006,20.07056,148879607.02498,Safely managed service
m49,Sub-Saharan Africa,rural,Drinking water,2006,7.6502,37233295.62145,Safely managed service
m49,Sub-Saharan Africa,urban,Drinking water,2006,43.76841,111646314.40895,Safely managed service
m49,Sub-Saharan Africa,total,Drinking water,2006,15.14105,112313439.81986,Surface water
m49,Sub-Saharan Africa,rural,Drinking water,2006,21.5035,104656837.50182,Surface water
m49,Sub-Saharan Africa,urban,Drinking water,2006,3.0016,7656603.93713,Surface water
m49,Sub-Saharan Africa,total,Drinking water,2006,23.80469,176578653.10279,Unimproved
m49,Sub-Saharan Africa,rural,Drinking water,2006,31.763,154589481.62085,Unimproved
m49,Sub-Saharan Africa,urban,Drinking water,2006,8.62036,21989171.1875,Unimproved
m49,Sub-Saharan Africa,total,Sanitation,2007,9.34076,71180464.33722,Basic service
m49,Sub-Saharan Africa,rural,Sanitation,2007,3.04884,15141845.01892,Basic service
m49,Sub-Saharan Africa,urban,Sanitation,2007,21.11492,56038620.04965,Basic service
m49,Sub-Saharan Africa,total,Sanitation,2007,16.3865,124871941.42772,Limited service
m49,Sub-Saharan Africa,rural,Sanitation,2007,8.70441,43229861.50154,Limited service
m49,Sub-Saharan Africa,urban,Sanitation,2007,30.76211,81642081.18621,Limited service
m49,Sub-Saharan Africa,total,Sanitation,2007,27.17807,207108220.12829,Open defecation
m49,Sub-Saharan Africa,rural,Sanitation,2007,37.36679,185579697.72547,Open defecation
m49,Sub-Saharan Africa,urban,Sanitation,2007,8.11178,21528524.342,Open defecation
m49,Sub-Saharan Africa,total,Sanitation,2007,16.70993,127336635.79316,Safely managed service
m49,Sub-Saharan Africa,rural,Sanitation,2007,15.68712,77909048.48966,Safely managed service
m49,Sub-Saharan Africa,urban,Sanitation,2007,18.62394,49427588.54342,Safely managed service
m49,Sub-Saharan Africa,total,Sanitation,2007,30.38474,231544313.31437,Unimproved
m49,Sub-Saharan Africa,rural,Sanitation,2007,35.19284,174782926.5377,Unimproved
m49,Sub-Saharan Africa,urban,Sanitation,2007,21.38725,56761383.73692,Unimproved
m49,Sub-Saharan Africa,total,Drinking water,2007,30.93278,235720630.09052,Basic service
m49,Sub-Saharan Africa,rural,Drinking water,2007,28.55992,141840957.31239,Basic service
m49,Sub-Saharan Africa,urban,Drinking water,2007,35.37314,93879675.07734,Basic service
m49,Sub-Saharan Africa,total,Drinking water,2007,10.60939,80847938.25027,Limited service
m49,Sub-Saharan Africa,rural,Drinking water,2007,11.53036,57264781.48662,Limited service
m49,Sub-Saharan Africa,urban,Drinking water,2007,8.88595,23583157.5409,Limited service
m49,Sub-Saharan Africa,total,Drinking water,2007,20.69507,157704999.27556,Safely managed service
m49,Sub-Saharan Africa,rural,Drinking water,2007,7.97401,39602383.47906,Safely managed service
m49,Sub-Saharan Africa,urban,Drinking water,2007,44.50016,118102617.40816,Safely managed service
m49,Sub-Saharan Africa,total,Drinking water,2007,14.52647,110697752.87503,Surface water
m49,Sub-Saharan Africa,rural,Drinking water,2007,20.75291,103067943.28165,Surface water
m49,Sub-Saharan Africa,urban,Drinking water,2007,2.87485,7629810.62505,Surface water
m49,Sub-Saharan Africa,total,Drinking water,2007,23.2363,177070254.50862,Unimproved
m49,Sub-Saharan Africa,rural,Drinking water,2007,31.1828,154867313.71358,Unimproved
m49,Sub-Saharan Africa,urban,Drinking water,2007,8.3659,22202937.20701,Unimproved
m49,Sub-Saharan Africa,total,Sanitation,2008,9.48491,74265013.75816,Basic service
m49,Sub-Saharan Africa,rural,Sanitation,2008,3.08796,15628912.70904,Basic service
m49,Sub-Saharan Africa,urban,Sanitation,2008,21.17922,58636101.03311,Basic service
m49,Sub-Saharan Africa,total,Sanitation,2008,16.56764,129721362.21211,Limited service
m49,Sub-Saharan Africa,rural,Sanitation,2008,8.74112,44240879.72469,Limited service
m49,Sub-Saharan Africa,urban,Sanitation,2008,30.87535,85480482.20968,Limited service
m49,Sub-Saharan Africa,total,Sanitation,2008,26.41401,206816531.51251,Open defecation
m49,Sub-Saharan Africa,rural,Sanitation,2008,36.53578,184916219.27015,Open defecation
m49,Sub-Saharan Africa,urban,Sanitation,2008,7.91034,21900310.11458,Open defecation
m49,Sub-Saharan Africa,total,Sanitation,2008,17.08013,133734106.79582,Safely managed service
m49,Sub-Saharan Africa,rural,Sanitation,2008,16.01228,81041960.8251,Safely managed service
m49,Sub-Saharan Africa,urban,Sanitation,2008,19.03228,52692145.16231,Safely managed service
m49,Sub-Saharan Africa,total,Sanitation,2008,30.45331,238443449.72219,Unimproved
m49,Sub-Saharan Africa,rural,Sanitation,2008,35.62286,180295728.04032,Unimproved
m49,Sub-Saharan Africa,urban,Sanitation,2008,21.00282,58147721.80974,Unimproved
m49,Sub-Saharan Africa,total,Drinking water,2008,31.28361,244944591.74779,Basic service
m49,Sub-Saharan Africa,rural,Drinking water,2008,29.1904,147739547.27747,Basic service
m49,Sub-Saharan Africa,urban,Drinking water,2008,35.11023,97205043.00086,Basic service
m49,Sub-Saharan Africa,total,Drinking water,2008,10.79987,84560880.87915,Limited service
m49,Sub-Saharan Africa,rural,Drinking water,2008,11.91209,60289926.12803,Limited service
m49,Sub-Saharan Africa,urban,Drinking water,2008,8.76661,24270954.10729,Limited service
m49,Sub-Saharan Africa,total,Drinking water,2008,21.37952,167397434.86184,Safely managed service
m49,Sub-Saharan Africa,rural,Drinking water,2008,8.32043,42111677.58459,Safely managed service
m49,Sub-Saharan Africa,urban,Drinking water,2008,45.25292,125285757.14027,Safely managed service
m49,Sub-Saharan Africa,total,Drinking water,2008,13.89496,108794783.80339,Surface water
m49,Sub-Saharan Africa,rural,Drinking water,2008,19.99338,101191219.15297,Surface water
m49,Sub-Saharan Africa,urban,Drinking water,2008,2.74639,7603563.47302,Surface water
m49,Sub-Saharan Africa,total,Drinking water,2008,22.64204,177282772.70705,Unimproved
m49,Sub-Saharan Africa,rural,Drinking water,2008,30.5837,154791330.42624,Unimproved
m49,Sub-Saharan Africa,urban,Drinking water,2008,8.12386,22491442.60797,Unimproved
m49,Sub-Saharan Africa,total,Sanitation,2009,9.65555,77687421.4292,Basic service
m49,Sub-Saharan Africa,rural,Sanitation,2009,3.12616,16124206.18902,Basic service
m49,Sub-Saharan Africa,urban,Sanitation,2009,21.3165,61563215.15405,Basic service
m49,Sub-Saharan Africa,total,Sanitation,2009,16.74724,134746281.17566,Limited service
m49,Sub-Saharan Africa,rural,Sanitation,2009,8.77904,45280766.91616,Limited service
m49,Sub-Saharan Africa,urban,Sanitation,2009,30.97778,89465513.86622,Limited service
m49,Sub-Saharan Africa,total,Sanitation,2009,25.65288,206400016.6367,Open defecation
m49,Sub-Saharan Africa,rural,Sanitation,2009,35.70332,184151602.66583,Open defecation
m49,Sub-Saharan Africa,urban,Sanitation,2009,7.7036,22248411.7547,Open defecation
m49,Sub-Saharan Africa,total,Sanitation,2009,17.43122,140249528.81975,Safely managed service
m49,Sub-Saharan Africa,rural,Sanitation,2009,16.33656,84261187.22223,Safely managed service
m49,Sub-Saharan Africa,urban,Sanitation,2009,19.38618,55988340.66646,Safely managed service
m49,Sub-Saharan Africa,total,Sanitation,2009,30.51312,245504957.93949,Unimproved
m49,Sub-Saharan Africa,rural,Sanitation,2009,36.05491,185965029.28266,Unimproved
m49,Sub-Saharan Africa,urban,Sanitation,2009,20.61593,59539926.12777,Unimproved
m49,Sub-Saharan Africa,total,Drinking water,2009,31.61227,254348578.26173,Basic service
m49,Sub-Saharan Africa,rural,Drinking water,2009,29.81006,153755162.12327,Basic service
m49,Sub-Saharan Africa,urban,Drinking water,2009,34.83086,100593414.43649,Basic service
m49,Sub-Saharan Africa,total,Drinking water,2009,10.98182,88358447.76829,Limited service
m49,Sub-Saharan Africa,rural,Drinking water,2009,12.29281,63404191.68554,Limited service
m49,Sub-Saharan Africa,urban,Drinking water,2009,8.64051,24954255.35107,Limited service
m49,Sub-Saharan Africa,total,Drinking water,2009,22.08909,177726236.53118,Safely managed service
m49,Sub-Saharan Africa,rural,Drinking water,2009,8.68124,44776365.69645,Safely managed service
m49,Sub-Saharan Africa,urban,Drinking water,2009,46.03441,132949870.52635,Safely managed service
m49,Sub-Saharan Africa,total,Drinking water,2009,13.26701,106744806.30805,Surface water
m49,Sub-Saharan Africa,rural,Drinking water,2009,19.23058,99188040.1305,Surface water
m49,Sub-Saharan Africa,urban,Drinking water,2009,2.61656,7556764.97621,Surface water
m49,Sub-Saharan Africa,total,Drinking water,2009,22.04981,177410137.13075,Unimproved
m49,Sub-Saharan Africa,rural,Drinking water,2009,29.9853,154659032.64015,Unimproved
m49,Sub-Saharan Africa,urban,Drinking water,2009,7.87766,22751102.27908,Unimproved
m49,Sub-Saharan Africa,total,Sanitation,2010,9.82602,81246964.4479,Basic service
m49,Sub-Saharan Africa,rural,Sanitation,2010,3.16388,16628717.43502,Basic service
m49,Sub-Saharan Africa,urban,Sanitation,2010,21.44825,64618246.4771,Basic service
m49,Sub-Saharan Africa,total,Sanitation,2010,16.92611,139954466.85309,Limited service
m49,Sub-Saharan Africa,rural,Sanitation,2010,8.81671,46338889.92606,Limited service
m49,Sub-Saharan Africa,urban,Sanitation,2010,31.07311,93615576.16053,Limited service
m49,Sub-Saharan Africa,total,Sanitation,2010,24.89444,205841044.53084,Open defecation
m49,Sub-Saharan Africa,rural,Sanitation,2010,34.86937,183266489.94952,Open defecation
m49,Sub-Saharan Africa,urban,Sanitation,2010,7.493,22574554.4745,Open defecation
m49,Sub-Saharan Africa,total,Sanitation,2010,17.78903,147089518.89336,Safely managed service
m49,Sub-Saharan Africa,rural,Sanitation,2010,16.65979,87560571.99842,Safely managed service
m49,Sub-Saharan Africa,urban,Sanitation,2010,19.75899,59528946.43409,Safely managed service
m49,Sub-Saharan Africa,total,Sanitation,2010,30.5644,252723383.27482,Unimproved
m49,Sub-Saharan Africa,rural,Sanitation,2010,36.49025,191785507.00577,Unimproved
m49,Sub-Saharan Africa,urban,Sanitation,2010,20.22665,60937871.47608,Unimproved
m49,Sub-Saharan Africa,total,Drinking water,2010,31.91741,263910813.20519,Basic service
m49,Sub-Saharan Africa,rural,Drinking water,2010,30.41776,159869719.70262,Basic service
m49,Sub-Saharan Africa,urban,Drinking water,2010,34.53357,104041092.69977,Basic service
m49,Sub-Saharan Africa,total,Drinking water,2010,11.1549,92234881.54697,Limited service
m49,Sub-Saharan Africa,rural,Drinking water,2010,12.6724,66603609.26467,Limited service
m49,Sub-Saharan Africa,urban,Drinking water,2010,8.50759,25631272.0969,Limited service
m49,Sub-Saharan Africa,total,Drinking water,2010,22.82563,188734929.15787,Safely managed service
m49,Sub-Saharan Africa,rural,Drinking water,2010,9.05621,47597658.58886,Safely managed service
m49,Sub-Saharan Africa,urban,Drinking water,2010,46.84663,141137269.40336,Safely managed service
m49,Sub-Saharan Africa,total,Drinking water,2010,12.64712,104573369.64384,Surface water
m49,Sub-Saharan Africa,rural,Drinking water,2010,18.47254,97087987.71958,Surface water
m49,Sub-Saharan Africa,urban,Drinking water,2010,2.48457,7485381.90522,Surface water
m49,Sub-Saharan Africa,total,Drinking water,2010,21.45495,177401384.44613,Unimproved
m49,Sub-Saharan Africa,rural,Drinking water,2010,29.38109,154421201.03908,Unimproved
m49,Sub-Saharan Africa,urban,Drinking water,2010,7.62764,22980178.91645,Unimproved
m49,Sub-Saharan Africa,total,Hygiene,2011,22.42561,192772934.97509,Basic service
m49,Sub-Saharan Africa,rural,Hygiene,2011,14.55341,79109649.03588,Basic service
m49,Sub-Saharan Africa,urban,Hygiene,2011,35.96609,113663285.47299,Basic service
m49,Sub-Saharan Africa,total,Hygiene,2011,38.037,326970030.15493,Limited service
m49,Sub-Saharan Africa,rural,Hygiene,2011,40.96839,222696562.43928,Limited service
m49,Sub-Saharan Africa,urban,Hygiene,2011,32.9949,104273467.12203,Limited service
m49,Sub-Saharan Africa,total,Hygiene,2011,39.53739,339867540.63414,No handwashing facility
m49,Sub-Saharan Africa,rural,Hygiene,2011,44.4782,241775257.11193,No handwashing facility
m49,Sub-Saharan Africa,urban,Hygiene,2011,31.03901,98092282.92788,No handwashing facility
m49,Sub-Saharan Africa,total,Sanitation,2011,9.91086,85194815.48945,Basic service
m49,Sub-Saharan Africa,rural,Sanitation,2011,3.17102,17237093.45841,Basic service
m49,Sub-Saharan Africa,urban,Sanitation,2011,21.50363,67957721.78505,Basic service
m49,Sub-Saharan Africa,total,Sanitation,2011,16.97803,145944913.98992,Limited service
m49,Sub-Saharan Africa,rural,Sanitation,2011,8.7878,47768868.32835,Limited service
m49,Sub-Saharan Africa,urban,Sanitation,2011,31.06551,98176045.2813,Limited service
m49,Sub-Saharan Africa,total,Sanitation,2011,24.67701,212126158.95816,Open defecation
m49,Sub-Saharan Africa,rural,Sanitation,2011,34.68306,188530692.36031,Open defecation
m49,Sub-Saharan Africa,urban,Sanitation,2011,7.46623,23595466.3106,Open defecation
m49,Sub-Saharan Africa,total,Sanitation,2011,17.99636,154698560.73443,Safely managed service
m49,Sub-Saharan Africa,rural,Sanitation,2011,16.77685,91195866.9647,Safely managed service
m49,Sub-Saharan Africa,urban,Sanitation,2011,20.09394,63502693.45713,Safely managed service
m49,Sub-Saharan Africa,total,Sanitation,2011,30.43775,261646058.82805,Unimproved
m49,Sub-Saharan Africa,rural,Sanitation,2011,36.58126,198848947.4748,Unimproved
m49,Sub-Saharan Africa,urban,Sanitation,2011,19.87068,62797108.68851,Unimproved
m49,Sub-Saharan Africa,total,Drinking water,2011,32.25115,277234315.25971,Basic service
m49,Sub-Saharan Africa,rural,Drinking water,2011,31.08588,168977070.50963,Basic service
m49,Sub-Saharan Africa,urban,Drinking water,2011,34.25547,108257244.20218,Basic service
m49,Sub-Saharan Africa,total,Drinking water,2011,11.47753,98662095.86635,Limited service
m49,Sub-Saharan Africa,rural,Drinking water,2011,13.22922,71911613.1954,Limited service
m49,Sub-Saharan Africa,urban,Drinking water,2011,8.46456,26750482.50213,Limited service
m49,Sub-Saharan Africa,total,Drinking water,2011,23.35977,200803054.47575,Safely managed service
m49,Sub-Saharan Africa,rural,Drinking water,2011,9.3356,50746575.85506,Safely managed service
m49,Sub-Saharan Africa,urban,Drinking water,2011,47.48186,150056478.06389,Safely managed service
m49,Sub-Saharan Africa,total,Drinking water,2011,12.13458,104310128.42212,Surface water
m49,Sub-Saharan Africa,rural,Drinking water,2011,17.78595,96681115.72121,Surface water
m49,Sub-Saharan Africa,urban,Drinking water,2011,2.41402,7629012.56889,Surface water
m49,Sub-Saharan Africa,total,Drinking water,2011,20.77696,178600913.97607,Unimproved
m49,Sub-Saharan Africa,rural,Drinking water,2011,28.56335,155265093.3058,Unimproved
m49,Sub-Saharan Africa,urban,Drinking water,2011,7.38407,23335818.18581,Unimproved
m49,Sub-Saharan Africa,total,Hygiene,2012,24.70985,218304814.29121,Basic service
m49,Sub-Saharan Africa,rural,Hygiene,2012,16.97934,94070203.0929,Basic service
m49,Sub-Saharan Africa,urban,Hygiene,2012,37.71023,124234610.51065,Basic service
m49,Sub-Saharan Africa,total,Hygiene,2012,37.40292,330444543.7138,Limited service
m49,Sub-Saharan Africa,rural,Hygiene,2012,40.50709,224420338.07313,Limited service
m49,Sub-Saharan Africa,urban,Hygiene,2012,32.18264,106024204.32574,Limited service
m49,Sub-Saharan Africa,total,Hygiene,2012,37.88723,334723340.37701,No handwashing facility
m49,Sub-Saharan Africa,rural,Hygiene,2012,42.51357,235536808.76807,No handwashing facility
m49,Sub-Saharan Africa,urban,Hygiene,2012,30.10713,99186530.24994,No handwashing facility
m49,Sub-Saharan Africa,total,Sanitation,2012,10.09638,89198749.34171,Basic service
m49,Sub-Saharan Africa,rural,Sanitation,2012,3.21978,17838476.56977,Basic service
m49,Sub-Saharan Africa,urban,Sanitation,2012,21.66073,71360272.55913,Basic service
m49,Sub-Saharan Africa,total,Sanitation,2012,17.15449,151555207.60569,Limited service
m49,Sub-Saharan Africa,rural,Sanitation,2012,8.82909,48915556.08736,Limited service
m49,Sub-Saharan Africa,urban,Sanitation,2012,31.15529,102639651.09543,Limited service
m49,Sub-Saharan Africa,total,Sanitation,2012,23.92932,211408982.8127,Open defecation
m49,Sub-Saharan Africa,rural,Sanitation,2012,33.8612,187600315.94621,Open defecation
m49,Sub-Saharan Africa,urban,Sanitation,2012,7.22689,23808665.87829,Open defecation
m49,Sub-Saharan Africa,total,Sanitation,2012,18.35068,162123270.95242,Safely managed service
m49,Sub-Saharan Africa,rural,Sanitation,2012,17.08816,94673056.30475,Safely managed service
m49,Sub-Saharan Africa,urban,Sanitation,2012,20.47387,67450214.05387,Safely managed service
m49,Sub-Saharan Africa,total,Sanitation,2012,30.46913,269186485.38748,Unimproved
m49,Sub-Saharan Africa,rural,Sanitation,2012,37.00177,204999945.02601,Unimproved
m49,Sub-Saharan Africa,urban,Sanitation,2012,19.48321,64186541.49896,Unimproved
m49,Sub-Saharan Africa,total,Drinking water,2012,32.47398,286898789.20446,Basic service
m49,Sub-Saharan Africa,rural,Drinking water,2012,31.62654,175219673.3557,Basic service
m49,Sub-Saharan Africa,urban,Drinking water,2012,33.89913,111679114.77254,Basic service
m49,Sub-Saharan Africa,total,Drinking water,2012,11.65929,103006681.18161,Limited service
m49,Sub-Saharan Africa,rural,Drinking water,2012,13.64792,75613232.2538,Limited service
m49,Sub-Saharan Africa,urban,Drinking water,2012,8.31502,27393448.49907,Limited service
m49,Sub-Saharan Africa,total,Drinking water,2012,24.15495,213402416.37403,Safely managed service
m49,Sub-Saharan Africa,rural,Drinking water,2012,9.74477,53988715.49945,Safely managed service
m49,Sub-Saharan Africa,urban,Drinking water,2012,48.38851,159413700.32786,Safely managed service
m49,Sub-Saharan Africa,total,Drinking water,2012,11.51849,101762690.16673,Surface water
m49,Sub-Saharan Africa,rural,Drinking water,2012,17.0185,94287154.81466,Surface water
m49,Sub-Saharan Africa,urban,Drinking water,2012,2.26913,7475534.86385,Surface water
m49,Sub-Saharan Africa,total,Drinking water,2012,20.19328,178402119.17317,Unimproved
m49,Sub-Saharan Africa,rural,Drinking water,2012,27.96226,154918574.01049,Unimproved
m49,Sub-Saharan Africa,urban,Drinking water,2012,7.12821,23483546.62301,Unimproved
m49,Sub-Saharan Africa,total,Hygiene,2013,24.9474,226505928.10454,Basic service
m49,Sub-Saharan Africa,rural,Hygiene,2013,17.18011,96998633.3798,Basic service
m49,Sub-Saharan Africa,urban,Hygiene,2013,37.72032,129507292.4957,Basic service
m49,Sub-Saharan Africa,total,Hygiene,2013,37.51459,340607688.46725,Limited service
m49,Sub-Saharan Africa,rural,Hygiene,2013,40.65081,229513795.12967,Limited service
m49,Sub-Saharan Africa,urban,Hygiene,2013,32.35723,111093893.0782,Limited service
m49,Sub-Saharan Africa,total,Hygiene,2013,37.53801,340820313.06069,No handwashing facility
m49,Sub-Saharan Africa,rural,Hygiene,2013,42.16908,238085911.71903,No handwashing facility
m49,Sub-Saharan Africa,urban,Hygiene,2013,29.92244,102734401.3932,No handwashing facility
m49,Sub-Saharan Africa,total,Sanitation,2013,10.28705,93399652.05629,Basic service
m49,Sub-Saharan Africa,rural,Sanitation,2013,3.26968,18460544.63498,Basic service
m49,Sub-Saharan Africa,urban,Sanitation,2013,21.82678,74939105.70584,Basic service
m49,Sub-Saharan Africa,total,Sanitation,2013,17.32969,157342154.97861,Limited service
m49,Sub-Saharan Africa,rural,Sanitation,2013,8.86998,50079754.14261,Limited service
m49,Sub-Saharan Africa,urban,Sanitation,2013,31.24127,107262398.64753,Limited service
m49,Sub-Saharan Africa,total,Sanitation,2013,23.18504,210504866.20511,Open defecation
m49,Sub-Saharan Africa,rural,Sanitation,2013,33.03552,186517996.7008,Open defecation
m49,Sub-Saharan Africa,urban,Sanitation,2013,6.98642,23986870.99585,Open defecation
m49,Sub-Saharan Africa,total,Sanitation,2013,18.70619,169839880.89682,Safely managed service
m49,Sub-Saharan Africa,rural,Sanitation,2013,17.39765,98226848.43244,Safely managed service
m49,Sub-Saharan Africa,urban,Sanitation,2013,20.85803,71613031.7357,Safely managed service
m49,Sub-Saharan Africa,total,Sanitation,2013,30.49202,276847378.86318,Unimproved
m49,Sub-Saharan Africa,rural,Sanitation,2013,37.42717,211313196.31767,Unimproved
m49,Sub-Saharan Africa,urban,Sanitation,2013,19.0875,65534179.88218,Unimproved
m49,Sub-Saharan Africa,total,Drinking water,2013,32.67276,296647045.70938,Basic service
m49,Sub-Saharan Africa,rural,Drinking water,2013,32.15377,181539656.40391,Basic service
m49,Sub-Saharan Africa,urban,Drinking water,2013,33.5262,115107388.40057,Basic service
m49,Sub-Saharan Africa,total,Drinking water,2013,11.83388,107443825.19655,Limited service
m49,Sub-Saharan Africa,rural,Drinking water,2013,14.06878,79432083.67899,Limited service
m49,Sub-Saharan Africa,urban,Drinking water,2013,8.15871,28011741.69572,Limited service
m49,Sub-Saharan Africa,total,Drinking water,2013,24.97512,226757619.08223,Safely managed service
m49,Sub-Saharan Africa,rural,Drinking water,2013,10.16889,57413403.96182,Safely managed service
m49,Sub-Saharan Africa,urban,Drinking water,2013,49.32323,169344211.42046,Safely managed service
m49,Sub-Saharan Africa,total,Drinking water,2013,10.90046,98968934.3742,Surface water
m49,Sub-Saharan Africa,rural,Drinking water,2013,16.24392,91712896.18355,Surface water
m49,Sub-Saharan Africa,urban,Drinking water,2013,2.1134,7256039.04091,Surface water
m49,Sub-Saharan Africa,total,Drinking water,2013,19.61778,178116508.63764,Unimproved
m49,Sub-Saharan Africa,rural,Drinking water,2013,27.36464,154500299.99968,Unimproved
m49,Sub-Saharan Africa,urban,Drinking water,2013,6.87846,23616206.40944,Unimproved
m49,Sub-Saharan Africa,total,Hygiene,2014,24.35841,227257917.68796,Basic service
m49,Sub-Saharan Africa,rural,Hygiene,2014,16.80433,96664857.96373,Basic service
m49,Sub-Saharan Africa,urban,Hygiene,2014,36.50531,130593059.28953,Basic service
m49,Sub-Saharan Africa,total,Hygiene,2014,39.66521,370066519.82414,Limited service
